algorithm,train_file,test_file,run_id,accuracy,mse,regret,train_size,seed
log_loss_learner.py,data/train_10000_2.pkl,data/test_10000_2.pkl,1,0.7833,19.6533,0.3882,10000,2
log_loss_learner.py,data/train_10000_2.pkl,data/test_10000_2.pkl,2,0.7857,19.7434,0.3973,10000,2
log_loss_learner.py,data/train_10000_2.pkl,data/test_10000_2.pkl,0,0.781,19.8397,0.4079,10000,2
orthogonal_loss_learner.py,data/train_10000_2.pkl,data/test_10000_2.pkl,1,0.7917,10.7482,0.3597,10000,2
orthogonal_loss_learner.py,data/train_10000_2.pkl,data/test_10000_2.pkl,0,0.79,10.8124,0.3731,10000,2
orthogonal_loss_learner_ybyt.py,data/train_10000_2.pkl,data/test_10000_2.pkl,2,0.7943,9.9767,0.3597,10000,2
orthogonal_loss_learner.py,data/train_10000_2.pkl,data/test_10000_2.pkl,2,0.79,10.4248,0.373,10000,2
orthogonal_loss_learner_ybyt.py,data/train_10000_2.pkl,data/test_10000_2.pkl,0,0.787,9.9654,0.3695,10000,2
orthogonal_loss_learner_ybyt.py,data/train_10000_2.pkl,data/test_10000_2.pkl,1,0.7887,10.1756,0.3691,10000,2
stupid_loss_learner.py,data/train_10000_3.pkl,data/test_10000_3.pkl,1,0.756,16.9782,0.4196,10000,3
nonorthogonal_loss_learner.py,data/train_10000_3.pkl,data/test_10000_3.pkl,2,0.7657,11.5211,0.3965,10000,3
nonorthogonal_loss_learner.py,data/train_10000_3.pkl,data/test_10000_3.pkl,0,0.7587,11.6454,0.4039,10000,3
stupid_loss_learner.py,data/train_10000_3.pkl,data/test_10000_3.pkl,2,0.753,16.9299,0.4274,10000,3
orthogonal_loss_learner_splitting.py,data/train_10000_3.pkl,data/test_10000_3.pkl,1,0.7587,10.8798,0.3962,10000,3
log_loss_learner.py,data/train_10000_3.pkl,data/test_10000_3.pkl,0,0.7637,18.3836,0.3658,10000,3
nonorthogonal_loss_learner.py,data/train_10000_3.pkl,data/test_10000_3.pkl,1,0.759,12.1921,0.3985,10000,3
orthogonal_loss_learner_splitting.py,data/train_10000_3.pkl,data/test_10000_3.pkl,0,0.7583,10.6531,0.4022,10000,3
stupid_loss_learner.py,data/train_10000_3.pkl,data/test_10000_3.pkl,0,0.738,17.8161,0.493,10000,3
log_loss_learner.py,data/train_10000_3.pkl,data/test_10000_3.pkl,2,0.768,18.6016,0.3615,10000,3
orthogonal_loss_learner_splitting.py,data/train_10000_3.pkl,data/test_10000_3.pkl,2,0.757,10.6994,0.4027,10000,3
log_loss_learner.py,data/train_10000_3.pkl,data/test_10000_3.pkl,1,0.7643,18.6313,0.3695,10000,3
orthogonal_loss_learner_ybyt.py,data/train_10000_3.pkl,data/test_10000_3.pkl,1,0.7743,9.6511,0.3405,10000,3
orthogonal_loss_learner.py,data/train_10000_3.pkl,data/test_10000_3.pkl,0,0.7747,10.059,0.3545,10000,3
orthogonal_loss_learner.py,data/train_10000_3.pkl,data/test_10000_3.pkl,1,0.7767,9.6627,0.3354,10000,3
orthogonal_loss_learner_ybyt.py,data/train_10000_3.pkl,data/test_10000_3.pkl,2,0.7737,9.3901,0.3479,10000,3
orthogonal_loss_learner.py,data/train_10000_3.pkl,data/test_10000_3.pkl,2,0.7813,9.6601,0.3213,10000,3
orthogonal_loss_learner_ybyt.py,data/train_10000_3.pkl,data/test_10000_3.pkl,0,0.7677,9.8554,0.36,10000,3
stupid_loss_learner.py,data/train_10000_4.pkl,data/test_10000_4.pkl,1,0.789,22.1362,0.414,10000,4
stupid_loss_learner.py,data/train_10000_4.pkl,data/test_10000_4.pkl,2,0.7923,22.7958,0.4039,10000,4
nonorthogonal_loss_learner.py,data/train_10000_4.pkl,data/test_10000_4.pkl,2,0.797,16.1519,0.3848,10000,4
nonorthogonal_loss_learner.py,data/train_10000_4.pkl,data/test_10000_4.pkl,1,0.795,14.837,0.3809,10000,4
nonorthogonal_loss_learner.py,data/train_10000_4.pkl,data/test_10000_4.pkl,0,0.8017,14.4948,0.3722,10000,4
orthogonal_loss_learner_splitting.py,data/train_10000_4.pkl,data/test_10000_4.pkl,0,0.7997,12.6972,0.3892,10000,4
orthogonal_loss_learner_splitting.py,data/train_10000_4.pkl,data/test_10000_4.pkl,1,0.798,13.8624,0.3863,10000,4
orthogonal_loss_learner_splitting.py,data/train_10000_4.pkl,data/test_10000_4.pkl,2,0.8007,12.9591,0.3828,10000,4
stupid_loss_learner.py,data/train_10000_4.pkl,data/test_10000_4.pkl,0,0.7893,23.0302,0.4011,10000,4
log_loss_learner.py,data/train_10000_4.pkl,data/test_10000_4.pkl,0,0.8007,27.1136,0.3618,10000,4
log_loss_learner.py,data/train_10000_4.pkl,data/test_10000_4.pkl,2,0.8017,27.2914,0.3585,10000,4
log_loss_learner.py,data/train_10000_4.pkl,data/test_10000_4.pkl,1,0.806,27.2302,0.3706,10000,4
orthogonal_loss_learner.py,data/train_10000_4.pkl,data/test_10000_4.pkl,1,0.801,13.5036,0.3585,10000,4
orthogonal_loss_learner.py,data/train_10000_4.pkl,data/test_10000_4.pkl,0,0.8067,12.0687,0.3504,10000,4
orthogonal_loss_learner.py,data/train_10000_4.pkl,data/test_10000_4.pkl,2,0.8033,12.2214,0.3466,10000,4
orthogonal_loss_learner_ybyt.py,data/train_10000_4.pkl,data/test_10000_4.pkl,1,0.804,11.5741,0.3545,10000,4
orthogonal_loss_learner_ybyt.py,data/train_10000_4.pkl,data/test_10000_4.pkl,0,0.8003,11.7534,0.3646,10000,4
orthogonal_loss_learner_ybyt.py,data/train_10000_4.pkl,data/test_10000_4.pkl,2,0.804,11.9071,0.3478,10000,4
log_loss_learner.py,data/train_15000_2.pkl,data/test_15000_2.pkl,0,0.776,19.6945,0.3808,15000,2
orthogonal_loss_learner_splitting.py,data/train_15000_2.pkl,data/test_15000_2.pkl,0,0.775,10.6263,0.3879,15000,2
stupid_loss_learner.py,data/train_15000_2.pkl,data/test_15000_2.pkl,2,0.7667,17.5994,0.4405,15000,2
orthogonal_loss_learner_splitting.py,data/train_15000_2.pkl,data/test_15000_2.pkl,2,0.775,10.6588,0.4122,15000,2
stupid_loss_learner.py,data/train_15000_2.pkl,data/test_15000_2.pkl,1,0.77,17.6691,0.4427,15000,2
log_loss_learner.py,data/train_15000_2.pkl,data/test_15000_2.pkl,1,0.7843,19.4538,0.3481,15000,2
nonorthogonal_loss_learner.py,data/train_15000_2.pkl,data/test_15000_2.pkl,0,0.7753,11.3162,0.4039,15000,2
stupid_loss_learner.py,data/train_15000_2.pkl,data/test_15000_2.pkl,0,0.7707,17.7705,0.4235,15000,2
nonorthogonal_loss_learner.py,data/train_15000_2.pkl,data/test_15000_2.pkl,1,0.7787,11.9998,0.3889,15000,2
orthogonal_loss_learner_splitting.py,data/train_15000_2.pkl,data/test_15000_2.pkl,1,0.7763,10.5961,0.3899,15000,2
nonorthogonal_loss_learner.py,data/train_15000_2.pkl,data/test_15000_2.pkl,2,0.78,11.7018,0.3861,15000,2
log_loss_learner.py,data/train_15000_2.pkl,data/test_15000_2.pkl,2,0.7837,19.3554,0.3564,15000,2
orthogonal_loss_learner.py,data/train_15000_2.pkl,data/test_15000_2.pkl,1,0.792,10.1059,0.3283,15000,2
orthogonal_loss_learner_ybyt.py,data/train_15000_2.pkl,data/test_15000_2.pkl,1,0.797,9.2775,0.3198,15000,2
orthogonal_loss_learner.py,data/train_15000_2.pkl,data/test_15000_2.pkl,2,0.7893,10.2463,0.3391,15000,2
orthogonal_loss_learner.py,data/train_15000_2.pkl,data/test_15000_2.pkl,0,0.7947,9.5682,0.3158,15000,2
orthogonal_loss_learner_ybyt.py,data/train_15000_2.pkl,data/test_15000_2.pkl,2,0.7897,9.2845,0.3159,15000,2
orthogonal_loss_learner_ybyt.py,data/train_15000_2.pkl,data/test_15000_2.pkl,0,0.7907,9.6057,0.3317,15000,2
nonorthogonal_loss_learner.py,data/train_15000_0.pkl,data/test_15000_0.pkl,2,0.7043,8.0894,0.4557,15000,0
log_loss_learner.py,data/train_15000_0.pkl,data/test_15000_0.pkl,0,0.7097,10.1631,0.4305,15000,0
stupid_loss_learner.py,data/train_15000_0.pkl,data/test_15000_0.pkl,2,0.7037,9.5838,0.4646,15000,0
nonorthogonal_loss_learner.py,data/train_15000_0.pkl,data/test_15000_0.pkl,1,0.712,8.0266,0.4213,15000,0
orthogonal_loss_learner_splitting.py,data/train_15000_0.pkl,data/test_15000_0.pkl,2,0.7017,7.8781,0.4523,15000,0
stupid_loss_learner.py,data/train_15000_0.pkl,data/test_15000_0.pkl,0,0.703,9.8094,0.4756,15000,0
orthogonal_loss_learner_splitting.py,data/train_15000_0.pkl,data/test_15000_0.pkl,0,0.6943,8.0238,0.4797,15000,0
log_loss_learner.py,data/train_15000_0.pkl,data/test_15000_0.pkl,1,0.7187,10.2283,0.4099,15000,0
stupid_loss_learner.py,data/train_15000_0.pkl,data/test_15000_0.pkl,1,0.698,9.7471,0.475,15000,0
orthogonal_loss_learner_splitting.py,data/train_15000_0.pkl,data/test_15000_0.pkl,1,0.7013,7.9047,0.4541,15000,0
nonorthogonal_loss_learner.py,data/train_15000_0.pkl,data/test_15000_0.pkl,0,0.713,7.8887,0.4195,15000,0
log_loss_learner.py,data/train_15000_0.pkl,data/test_15000_0.pkl,2,0.725,10.1398,0.4064,15000,0
orthogonal_loss_learner.py,data/train_15000_0.pkl,data/test_15000_0.pkl,1,0.75,6.6803,0.3198,15000,0
orthogonal_loss_learner_ybyt.py,data/train_15000_0.pkl,data/test_15000_0.pkl,2,0.739,6.4981,0.3482,15000,0
orthogonal_loss_learner.py,data/train_15000_0.pkl,data/test_15000_0.pkl,0,0.739,6.6819,0.3489,15000,0
orthogonal_loss_learner_ybyt.py,data/train_15000_0.pkl,data/test_15000_0.pkl,1,0.748,6.5503,0.3286,15000,0
orthogonal_loss_learner_ybyt.py,data/train_15000_0.pkl,data/test_15000_0.pkl,0,0.745,6.4409,0.3172,15000,0
orthogonal_loss_learner.py,data/train_15000_0.pkl,data/test_15000_0.pkl,2,0.748,6.5287,0.3242,15000,0
log_loss_learner.py,data/train_15000_1.pkl,data/test_15000_1.pkl,2,0.7557,8.3513,0.2707,15000,1
orthogonal_loss_learner_splitting.py,data/train_15000_1.pkl,data/test_15000_1.pkl,2,0.7567,5.2102,0.2525,15000,1
nonorthogonal_loss_learner.py,data/train_15000_1.pkl,data/test_15000_1.pkl,2,0.745,5.6458,0.2825,15000,1
nonorthogonal_loss_learner.py,data/train_15000_1.pkl,data/test_15000_1.pkl,0,0.745,5.7316,0.2913,15000,1
nonorthogonal_loss_learner.py,data/train_15000_1.pkl,data/test_15000_1.pkl,1,0.7467,5.5088,0.274,15000,1
stupid_loss_learner.py,data/train_15000_1.pkl,data/test_15000_1.pkl,2,0.7393,7.6961,0.3241,15000,1
log_loss_learner.py,data/train_15000_1.pkl,data/test_15000_1.pkl,1,0.7533,8.3354,0.2834,15000,1
orthogonal_loss_learner_splitting.py,data/train_15000_1.pkl,data/test_15000_1.pkl,0,0.744,5.6896,0.3066,15000,1
orthogonal_loss_learner_splitting.py,data/train_15000_1.pkl,data/test_15000_1.pkl,1,0.7477,5.5457,0.2955,15000,1
stupid_loss_learner.py,data/train_15000_1.pkl,data/test_15000_1.pkl,0,0.7417,7.5944,0.3142,15000,1
stupid_loss_learner.py,data/train_15000_1.pkl,data/test_15000_1.pkl,1,0.7373,7.7445,0.3272,15000,1
log_loss_learner.py,data/train_15000_1.pkl,data/test_15000_1.pkl,0,0.753,8.2518,0.2605,15000,1
orthogonal_loss_learner_ybyt.py,data/train_15000_1.pkl,data/test_15000_1.pkl,0,0.7657,4.9217,0.2344,15000,1
orthogonal_loss_learner_ybyt.py,data/train_15000_1.pkl,data/test_15000_1.pkl,1,0.759,4.7527,0.2293,15000,1
orthogonal_loss_learner.py,data/train_15000_1.pkl,data/test_15000_1.pkl,2,0.764,4.8866,0.2221,15000,1
orthogonal_loss_learner.py,data/train_15000_1.pkl,data/test_15000_1.pkl,1,0.7693,4.693,0.2114,15000,1
orthogonal_loss_learner.py,data/train_15000_1.pkl,data/test_15000_1.pkl,0,0.754,5.024,0.2452,15000,1
orthogonal_loss_learner_ybyt.py,data/train_15000_1.pkl,data/test_15000_1.pkl,2,0.7717,4.598,0.2213,15000,1
nonorthogonal_loss_learner.py,data/train_15000_3.pkl,data/test_15000_3.pkl,2,0.7647,11.6823,0.3893,15000,3
orthogonal_loss_learner_splitting.py,data/train_15000_3.pkl,data/test_15000_3.pkl,2,0.7637,10.0029,0.3638,15000,3
stupid_loss_learner.py,data/train_15000_3.pkl,data/test_15000_3.pkl,0,0.762,16.6152,0.3886,15000,3
orthogonal_loss_learner_splitting.py,data/train_15000_3.pkl,data/test_15000_3.pkl,1,0.774,10.5989,0.354,15000,3
nonorthogonal_loss_learner.py,data/train_15000_3.pkl,data/test_15000_3.pkl,0,0.774,10.6639,0.3438,15000,3
nonorthogonal_loss_learner.py,data/train_15000_3.pkl,data/test_15000_3.pkl,1,0.767,11.343,0.363,15000,3
orthogonal_loss_learner_splitting.py,data/train_15000_3.pkl,data/test_15000_3.pkl,0,0.7743,10.2335,0.3622,15000,3
log_loss_learner.py,data/train_15000_3.pkl,data/test_15000_3.pkl,2,0.7733,18.144,0.3602,15000,3
stupid_loss_learner.py,data/train_15000_3.pkl,data/test_15000_3.pkl,2,0.7613,16.4161,0.4056,15000,3
stupid_loss_learner.py,data/train_15000_3.pkl,data/test_15000_3.pkl,1,0.761,16.8026,0.4006,15000,3
log_loss_learner.py,data/train_15000_3.pkl,data/test_15000_3.pkl,1,0.7783,18.0529,0.3366,15000,3
log_loss_learner.py,data/train_15000_3.pkl,data/test_15000_3.pkl,0,0.7757,18.2688,0.3461,15000,3
orthogonal_loss_learner_ybyt.py,data/train_15000_3.pkl,data/test_15000_3.pkl,1,0.782,8.7774,0.3148,15000,3
orthogonal_loss_learner_ybyt.py,data/train_15000_3.pkl,data/test_15000_3.pkl,2,0.7873,8.4108,0.3045,15000,3
orthogonal_loss_learner_ybyt.py,data/train_15000_3.pkl,data/test_15000_3.pkl,0,0.778,8.7818,0.3317,15000,3
orthogonal_loss_learner.py,data/train_15000_3.pkl,data/test_15000_3.pkl,2,0.79,9.0975,0.3075,15000,3
orthogonal_loss_learner.py,data/train_15000_3.pkl,data/test_15000_3.pkl,0,0.7813,8.9284,0.319,15000,3
orthogonal_loss_learner.py,data/train_15000_3.pkl,data/test_15000_3.pkl,1,0.7813,9.3693,0.3125,15000,3
nonorthogonal_loss_learner.py,data/train_15000_4.pkl,data/test_15000_4.pkl,2,0.802,13.9088,0.3644,15000,4
nonorthogonal_loss_learner.py,data/train_15000_4.pkl,data/test_15000_4.pkl,1,0.7997,12.7701,0.3843,15000,4
orthogonal_loss_learner_splitting.py,data/train_15000_4.pkl,data/test_15000_4.pkl,0,0.8047,12.3283,0.3653,15000,4
nonorthogonal_loss_learner.py,data/train_15000_4.pkl,data/test_15000_4.pkl,0,0.8027,13.3216,0.3597,15000,4
log_loss_learner.py,data/train_15000_4.pkl,data/test_15000_4.pkl,2,0.8053,26.9681,0.352,15000,4
stupid_loss_learner.py,data/train_15000_4.pkl,data/test_15000_4.pkl,2,0.8,23.7066,0.4021,15000,4
stupid_loss_learner.py,data/train_15000_4.pkl,data/test_15000_4.pkl,0,0.788,23.9132,0.4341,15000,4
orthogonal_loss_learner_splitting.py,data/train_15000_4.pkl,data/test_15000_4.pkl,1,0.8007,12.0059,0.3628,15000,4
orthogonal_loss_learner_splitting.py,data/train_15000_4.pkl,data/test_15000_4.pkl,2,0.7973,12.079,0.3846,15000,4
stupid_loss_learner.py,data/train_15000_4.pkl,data/test_15000_4.pkl,1,0.801,23.6914,0.3963,15000,4
log_loss_learner.py,data/train_15000_4.pkl,data/test_15000_4.pkl,0,0.813,27.0832,0.3278,15000,4
log_loss_learner.py,data/train_15000_4.pkl,data/test_15000_4.pkl,1,0.808,27.2176,0.3539,15000,4
orthogonal_loss_learner.py,data/train_15000_4.pkl,data/test_15000_4.pkl,0,0.8143,12.3033,0.324,15000,4
orthogonal_loss_learner_ybyt.py,data/train_15000_4.pkl,data/test_15000_4.pkl,0,0.8093,11.2776,0.3389,15000,4
orthogonal_loss_learner.py,data/train_15000_4.pkl,data/test_15000_4.pkl,1,0.811,12.1242,0.3258,15000,4
orthogonal_loss_learner.py,data/train_15000_4.pkl,data/test_15000_4.pkl,2,0.8107,12.4791,0.3327,15000,4
orthogonal_loss_learner_ybyt.py,data/train_15000_4.pkl,data/test_15000_4.pkl,1,0.816,11.1729,0.3194,15000,4
orthogonal_loss_learner_ybyt.py,data/train_15000_4.pkl,data/test_15000_4.pkl,2,0.8107,11.1194,0.3194,15000,4
orthogonal_loss_learner_splitting.py,data/train_20000_3.pkl,data/test_20000_3.pkl,1,0.7693,9.8162,0.3329,20000,3
nonorthogonal_loss_learner.py,data/train_20000_3.pkl,data/test_20000_3.pkl,1,0.7667,10.5928,0.3502,20000,3
stupid_loss_learner.py,data/train_20000_3.pkl,data/test_20000_3.pkl,0,0.7633,15.4572,0.3608,20000,3
orthogonal_loss_learner_splitting.py,data/train_20000_3.pkl,data/test_20000_3.pkl,0,0.7647,9.5276,0.3508,20000,3
log_loss_learner.py,data/train_20000_3.pkl,data/test_20000_3.pkl,1,0.7667,18.1752,0.3328,20000,3
stupid_loss_learner.py,data/train_20000_3.pkl,data/test_20000_3.pkl,1,0.7547,15.8918,0.4002,20000,3
stupid_loss_learner.py,data/train_20000_3.pkl,data/test_20000_3.pkl,2,0.751,16.1744,0.4007,20000,3
log_loss_learner.py,data/train_20000_3.pkl,data/test_20000_3.pkl,0,0.7697,17.9639,0.3386,20000,3
orthogonal_loss_learner_splitting.py,data/train_20000_3.pkl,data/test_20000_3.pkl,2,0.7653,9.6665,0.3424,20000,3
log_loss_learner.py,data/train_20000_3.pkl,data/test_20000_3.pkl,2,0.7647,18.1641,0.338,20000,3
nonorthogonal_loss_learner.py,data/train_20000_3.pkl,data/test_20000_3.pkl,2,0.76,10.5276,0.3553,20000,3
nonorthogonal_loss_learner.py,data/train_20000_3.pkl,data/test_20000_3.pkl,0,0.765,10.0769,0.3466,20000,3
orthogonal_loss_learner.py,data/train_20000_3.pkl,data/test_20000_3.pkl,0,0.782,9.0144,0.2691,20000,3
orthogonal_loss_learner_ybyt.py,data/train_20000_3.pkl,data/test_20000_3.pkl,1,0.7807,7.9985,0.2731,20000,3
orthogonal_loss_learner_ybyt.py,data/train_20000_3.pkl,data/test_20000_3.pkl,2,0.7743,8.6512,0.3112,20000,3
orthogonal_loss_learner.py,data/train_20000_3.pkl,data/test_20000_3.pkl,1,0.7797,9.1599,0.2824,20000,3
orthogonal_loss_learner.py,data/train_20000_3.pkl,data/test_20000_3.pkl,2,0.7793,9.2424,0.2884,20000,3
orthogonal_loss_learner_ybyt.py,data/train_20000_3.pkl,data/test_20000_3.pkl,0,0.776,8.3108,0.3047,20000,3
stupid_loss_learner.py,data/train_20000_4.pkl,data/test_20000_4.pkl,1,0.7837,21.9591,0.4009,20000,4
stupid_loss_learner.py,data/train_20000_4.pkl,data/test_20000_4.pkl,2,0.786,22.0876,0.3965,20000,4
log_loss_learner.py,data/train_20000_4.pkl,data/test_20000_4.pkl,2,0.7977,26.6215,0.3282,20000,4
log_loss_learner.py,data/train_20000_4.pkl,data/test_20000_4.pkl,0,0.8033,26.5965,0.3123,20000,4
log_loss_learner.py,data/train_20000_4.pkl,data/test_20000_4.pkl,1,0.8013,26.5062,0.3284,20000,4
nonorthogonal_loss_learner.py,data/train_20000_4.pkl,data/test_20000_4.pkl,2,0.7923,12.9006,0.3492,20000,4
orthogonal_loss_learner_splitting.py,data/train_20000_4.pkl,data/test_20000_4.pkl,0,0.79,12.1858,0.3699,20000,4
nonorthogonal_loss_learner.py,data/train_20000_4.pkl,data/test_20000_4.pkl,1,0.7973,12.8282,0.3368,20000,4
stupid_loss_learner.py,data/train_20000_4.pkl,data/test_20000_4.pkl,0,0.788,20.97,0.4014,20000,4
orthogonal_loss_learner_splitting.py,data/train_20000_4.pkl,data/test_20000_4.pkl,2,0.7883,11.961,0.3789,20000,4
orthogonal_loss_learner_splitting.py,data/train_20000_4.pkl,data/test_20000_4.pkl,1,0.7907,11.9908,0.3615,20000,4
nonorthogonal_loss_learner.py,data/train_20000_4.pkl,data/test_20000_4.pkl,0,0.795,12.9247,0.3513,20000,4
orthogonal_loss_learner.py,data/train_20000_4.pkl,data/test_20000_4.pkl,1,0.8033,11.76,0.3055,20000,4
orthogonal_loss_learner.py,data/train_20000_4.pkl,data/test_20000_4.pkl,2,0.8063,11.9392,0.2943,20000,4
orthogonal_loss_learner_ybyt.py,data/train_20000_4.pkl,data/test_20000_4.pkl,0,0.8117,10.001,0.2944,20000,4
orthogonal_loss_learner_ybyt.py,data/train_20000_4.pkl,data/test_20000_4.pkl,1,0.8137,9.8234,0.2867,20000,4
orthogonal_loss_learner.py,data/train_20000_4.pkl,data/test_20000_4.pkl,0,0.8123,10.8286,0.2821,20000,4
orthogonal_loss_learner_ybyt.py,data/train_20000_4.pkl,data/test_20000_4.pkl,2,0.803,10.5368,0.3081,20000,4
log_loss_learner.py,data/train_20000_2.pkl,data/test_20000_2.pkl,0,0.7877,19.3046,0.3564,20000,2
nonorthogonal_loss_learner.py,data/train_20000_2.pkl,data/test_20000_2.pkl,1,0.7823,10.712,0.3531,20000,2
log_loss_learner.py,data/train_20000_2.pkl,data/test_20000_2.pkl,2,0.7853,19.5411,0.3535,20000,2
stupid_loss_learner.py,data/train_20000_2.pkl,data/test_20000_2.pkl,2,0.784,16.0955,0.3977,20000,2
log_loss_learner.py,data/train_20000_2.pkl,data/test_20000_2.pkl,1,0.7893,19.4162,0.342,20000,2
nonorthogonal_loss_learner.py,data/train_20000_2.pkl,data/test_20000_2.pkl,0,0.786,10.833,0.3521,20000,2
stupid_loss_learner.py,data/train_20000_2.pkl,data/test_20000_2.pkl,0,0.7747,16.4525,0.4026,20000,2
orthogonal_loss_learner_splitting.py,data/train_20000_2.pkl,data/test_20000_2.pkl,1,0.7817,10.1502,0.3661,20000,2
orthogonal_loss_learner_splitting.py,data/train_20000_2.pkl,data/test_20000_2.pkl,2,0.7823,10.2778,0.3672,20000,2
stupid_loss_learner.py,data/train_20000_2.pkl,data/test_20000_2.pkl,1,0.7827,16.838,0.393,20000,2
orthogonal_loss_learner_splitting.py,data/train_20000_2.pkl,data/test_20000_2.pkl,0,0.7827,9.9216,0.3607,20000,2
nonorthogonal_loss_learner.py,data/train_20000_2.pkl,data/test_20000_2.pkl,2,0.7783,11.1935,0.378,20000,2
orthogonal_loss_learner.py,data/train_20000_2.pkl,data/test_20000_2.pkl,0,0.793,10.0968,0.3297,20000,2
orthogonal_loss_learner.py,data/train_20000_2.pkl,data/test_20000_2.pkl,1,0.8013,9.6043,0.2935,20000,2
orthogonal_loss_learner_ybyt.py,data/train_20000_2.pkl,data/test_20000_2.pkl,2,0.8,8.9568,0.3172,20000,2
orthogonal_loss_learner_ybyt.py,data/train_20000_2.pkl,data/test_20000_2.pkl,0,0.7933,8.7954,0.3163,20000,2
orthogonal_loss_learner_ybyt.py,data/train_20000_2.pkl,data/test_20000_2.pkl,1,0.7957,9.1191,0.3212,20000,2
orthogonal_loss_learner.py,data/train_20000_2.pkl,data/test_20000_2.pkl,2,0.7927,9.7532,0.3078,20000,2
log_loss_learner.py,data/train_20000_0.pkl,data/test_20000_0.pkl,2,0.7213,10.1353,0.3968,20000,0
log_loss_learner.py,data/train_20000_0.pkl,data/test_20000_0.pkl,0,0.726,9.9096,0.3774,20000,0
stupid_loss_learner.py,data/train_20000_0.pkl,data/test_20000_0.pkl,0,0.697,9.8664,0.4954,20000,0
nonorthogonal_loss_learner.py,data/train_20000_0.pkl,data/test_20000_0.pkl,2,0.713,7.5768,0.4098,20000,0
stupid_loss_learner.py,data/train_20000_0.pkl,data/test_20000_0.pkl,1,0.6967,9.8843,0.4993,20000,0
orthogonal_loss_learner_splitting.py,data/train_20000_0.pkl,data/test_20000_0.pkl,2,0.7137,7.4405,0.4197,20000,0
log_loss_learner.py,data/train_20000_0.pkl,data/test_20000_0.pkl,1,0.7173,10.0376,0.4018,20000,0
stupid_loss_learner.py,data/train_20000_0.pkl,data/test_20000_0.pkl,2,0.693,9.7092,0.4999,20000,0
orthogonal_loss_learner_splitting.py,data/train_20000_0.pkl,data/test_20000_0.pkl,1,0.716,7.4935,0.4067,20000,0
nonorthogonal_loss_learner.py,data/train_20000_0.pkl,data/test_20000_0.pkl,1,0.7187,7.7414,0.4088,20000,0
orthogonal_loss_learner_splitting.py,data/train_20000_0.pkl,data/test_20000_0.pkl,0,0.7277,6.9601,0.3708,20000,0
nonorthogonal_loss_learner.py,data/train_20000_0.pkl,data/test_20000_0.pkl,0,0.7157,7.5645,0.4203,20000,0
orthogonal_loss_learner_ybyt.py,data/train_20000_0.pkl,data/test_20000_0.pkl,1,0.7433,6.1802,0.2954,20000,0
orthogonal_loss_learner.py,data/train_20000_0.pkl,data/test_20000_0.pkl,1,0.7397,6.1753,0.2962,20000,0
orthogonal_loss_learner_ybyt.py,data/train_20000_0.pkl,data/test_20000_0.pkl,2,0.738,6.2729,0.3117,20000,0
orthogonal_loss_learner.py,data/train_20000_0.pkl,data/test_20000_0.pkl,2,0.7447,6.2074,0.3097,20000,0
orthogonal_loss_learner.py,data/train_20000_0.pkl,data/test_20000_0.pkl,0,0.735,6.1059,0.3159,20000,0
orthogonal_loss_learner_ybyt.py,data/train_20000_0.pkl,data/test_20000_0.pkl,0,0.7407,6.1447,0.3046,20000,0
orthogonal_loss_learner_splitting.py,data/train_20000_1.pkl,data/test_20000_1.pkl,2,0.7483,5.3283,0.2587,20000,1
stupid_loss_learner.py,data/train_20000_1.pkl,data/test_20000_1.pkl,0,0.734,7.4988,0.316,20000,1
log_loss_learner.py,data/train_20000_1.pkl,data/test_20000_1.pkl,2,0.74,8.2361,0.2867,20000,1
orthogonal_loss_learner_splitting.py,data/train_20000_1.pkl,data/test_20000_1.pkl,0,0.7403,5.2141,0.2803,20000,1
nonorthogonal_loss_learner.py,data/train_20000_1.pkl,data/test_20000_1.pkl,0,0.7463,5.6561,0.2721,20000,1
nonorthogonal_loss_learner.py,data/train_20000_1.pkl,data/test_20000_1.pkl,1,0.7407,5.4526,0.2868,20000,1
nonorthogonal_loss_learner.py,data/train_20000_1.pkl,data/test_20000_1.pkl,2,0.7487,5.6131,0.2697,20000,1
log_loss_learner.py,data/train_20000_1.pkl,data/test_20000_1.pkl,0,0.7483,8.2519,0.2428,20000,1
stupid_loss_learner.py,data/train_20000_1.pkl,data/test_20000_1.pkl,1,0.733,7.275,0.2957,20000,1
stupid_loss_learner.py,data/train_20000_1.pkl,data/test_20000_1.pkl,2,0.7337,7.4623,0.3069,20000,1
log_loss_learner.py,data/train_20000_1.pkl,data/test_20000_1.pkl,1,0.7477,8.304,0.2608,20000,1
orthogonal_loss_learner_splitting.py,data/train_20000_1.pkl,data/test_20000_1.pkl,1,0.7403,5.3447,0.2836,20000,1
orthogonal_loss_learner_ybyt.py,data/train_20000_1.pkl,data/test_20000_1.pkl,1,0.767,4.5295,0.2064,20000,1
orthogonal_loss_learner_ybyt.py,data/train_20000_1.pkl,data/test_20000_1.pkl,2,0.7653,4.6021,0.2229,20000,1
orthogonal_loss_learner_ybyt.py,data/train_20000_1.pkl,data/test_20000_1.pkl,0,0.769,4.6512,0.2172,20000,1
orthogonal_loss_learner.py,data/train_20000_1.pkl,data/test_20000_1.pkl,2,0.7643,4.7005,0.2086,20000,1
orthogonal_loss_learner.py,data/train_20000_1.pkl,data/test_20000_1.pkl,1,0.7657,4.9803,0.2098,20000,1
